"WikiPlantaID"	"COL_NOTDECENVIR"	"FLO_NOTDEFLO"	"COL_VIRIGUA"	"COL_TIPDEAMO"	"HAB_HAB"	"FRU_NOTDEFRU"	"COL_AMO"	"COL_AMO_UNIT"	"COL_FER"	"COL_NOT"	"HAB_DAP"	"HAB_DAP_UNIT"	"COL_DAP"	"COL_DAP_UNIT"	"COL_ABU"	"IMA_FOLFACABA"	"IMA_EXS"	"IMA_FOLFACADA"
"5176"	"co"			"folhas em sílica"	"árvore"		"3"	"número"	"estéril"	"rvore muito comum nas campinaranas inundáveis, principalmente presente no estrato emergente. Ritidoma bem fissurado com coloração marrom avermelhado claro, casca viva rosa e exsudação hialina."
"5231"	"co"				"árvore"		"2"	"número"	"estéril"	"Indivíduo comum nas campinaranas arbustivas com aspectos de esclerofilia e habito arbustivo."
"5238"	"co"				"árvore"	"Inflorescência com frutos imaturos verdes"	"2"	"número"	"frutos"	"Planta muito comun nas campinaranas arbustivas sobre solos extremamente arenosos."
"5284"	"co"				"árvore"		"3"	"número"	"estéril"	"Planta muito comum nas campinaranas arbistivas sobre solos extremamente arenosos do PARNA Viruá."
"5343"	"co"				"árvore"	"Frutos maduros e abertos e rígidos. Coloração amarronzada. Árvoreta terrestre e tende a formar moitas alongadas."	"3"	"número"	"frutos"
"5449"	"co"	"Flores em estado de maturação com coloração amarelada, alaranjada."			"árvore"		"1"	"número"	"flores"	"Indivíduo muito comum nas campinaranas arbustivas sobre solos extremamente arenosos no PARNA Viruá."
"5457"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Planta comum principalmente nas campinaranas sobre solos  mais argilos."
"5458"	"co"	"Presença de flores com estames de coloração roxa. Muitas flores caídas."		"folhas em sílica"	"árvore"		"2"	"número"	"flores"	"rvore muito comum nas áreas de campinarana florestada sobre solos extremamente arenosos."
"5459"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Planta muito comum nas campinaranas florestadas e inundáveis. Presente predominantemente no sub-bosque florestal."
"5467"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Specimen foi agrupada junto com P. egleri porém a folha sugere ser outra espécie."
"5472"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Planta comum principalmente nas campinaranas arbustivas sobre solos extremamente arenosos."
"5473"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Planta comum principalmente nas campinaranas sobre solos extremamente arenosos, podendo ocorrer em áreas mais argilos."
"5571"	"co"			"folhas em sílica"	"árvore"	"Presença de frutos imaturos verdes."	"3"	"número"	"frutos"	"Indivíduo muito comum na campinarana arbustiva apresentando um porte arbustivo (arvoreta com tronco retorcido)."
"5622"	"co"	"Inflorescência em estado de maturação. Coloração verde amarelado."			"árvore"		"1"	"número"	"flores"	"Indivíduo muito comum tanto nas campinaranas florestadas como nas campinaranas arbustivas estudadas."
"5629"	"co"	"Inflorescência em estado de maturação. Coloração verde amarelado."			"árvore"		"2"	"número"	"flores"	"Indivíduo muito comum tanto nas campinaranas florestadas como nas campinaranas arbustivas estudadas."
"5655"	"co"			"folhas em sílica"	"árvore"	"Frutos arredondados imaturos de coloração esverdeada."	"3"	"número"	"frutos"	"Indivíduo bastante comum nas campinaranas arbustivas. Não está presente nas campinaranas florestadas."
"5710"	"co"			"folhas em sílica"	"árvore"	"Frutos em fase de maturação com coloração esverdeada."	"3"	"número"	"frutos"	"Indivíduo muito comum e abundante nas campinaranas arbustivas densas do PARNA Viruá."
"5840"	"co"			"folhas em sílica"	"árvore"	"Frutos de coloração avermelhada e arredondados."	"4"	"número"	"frutos"	"Indivíduo coletado no estrato das arvoretas nas campinaranas arbustivas densas. Muito comum em áreas de campina aberta sobre solos extremamente arenosos."
"5888"	"co"			"folhas em sílica"	"árvore"		"3"	"número"	"estéril"	"Planta com abundância rara nas campinaranas arbustivas do PARNA Viruá."
"6059"	"co"	"Pétalas com coloração roxa."			"árvore"	"Presença de frutos em estado de maturação e cor marrom alaranjado."	"2"	"número"	"flores; frutos"	"Indivíduo muito comum tanto nas campinaranas florestadas quanto nas fisionomias arbustivas."
"6076"	"co"	"Frutos avermelhados quando maduros"			"árvore"		"1"	"número"	"flores"	"Indivíduo muito comum nas campinaranas sobre solos extremamente arensosos. Predominâncoa na forma de arbustos densos."
"6181"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Planta presenta na campinarana arbustiva com baixa densidade de indivíduos."
"6251"	"co"				"árvore"	"Presença de frutos avermelhandos quando maduros."	"2"	"número"	"frutos"	"Arbusto com alta densidade de indivíduos encontrados principalemente nas campinaranas sobre solos extramente arenosos."
"6290"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta muito comum nas campinaranas arbustivas sobre solos extremamente arenosos do PARNA Viruá."
"6349"	"co"				"árvore"		"3"	"número"	"estéril"	"Planta coletada no fim da época de frutificação. Espécies com abundância rara nas campinaranas estudadas."
"6352"	"co"	"Presença da inflorescência em estado de maturação inicial."	"26584"		"árvore"		"1"	"número"	"flores"	"Planta presenta na campinarana arbustiva com baixa densidade de indivíduos."
"6421"	"co"				"árvore"	"Frutos em fase de maturação com coloração esverdeada."	"2"	"número"	"frutos"	"Indivíduo muito comum e abundante nas campinaranas arbustivas densas do PARNA Viruá, sobre solos extremamente arenosos."
"6518"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta muito comum nas campinaranas forestadas sobre solos extremamente arenosos."
"6520"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Arbusto de sub-bosque, muitas vezes com hábito escandente."
"6522"	"co"				"árvore"		"1"	"número"	"estéril"	"Planta com abundância rara nas parcelas de campinarana florestada estudadas."
"6524"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta muito comum principalmente nas campinaranas inundáveis na área de sub-bosque."
"6527"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Planta encontrada principalmente nas campinaranas florestadas com densidade moderada."
"6528"	"co"			"folhas em sílica"	"árvore"		"3"	"número"	"estéril"	"Planta encontrada principalmente nas campinaranas florestadas com densidade abundante"
"6537"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Planta pouco comum nas campinaranas estudadas."
"6540"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Planta muito comum nas campinarans florestadas e inundáveis apresentando alta abundância."
"6595"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta comum no sub-bosque das campinaranas inundáveis. Arvoreta escandente."
"6615"	"co"			"folhas em sílica"	"árvore"	"Frutos com coloração amarronzada no início da fase de maturação."	"2"	"número"	"frutos"	"Indivíduo muito comum nas campinaranas florestadas e inundáveis, apresentando alta densidade principalmente no estrato emergente."
"6624"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Planta comum no sub-bosque das campinaranas florestadas do PARNA Viruá."
"6666"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta pouco comum e encontra principalmente no sub-bosque de campinaranas florestadas e inundáveis."
"6668"	"co"			"folhas em sílica"	"árvore"	"Frutos maduros de coloração escura."	"1"	"número"	"frutos"	"Indivíduo emergente na campinarana arbustiva inundável."
"6671"	"co"	"Presença de flores e alguns frutos em estado de maturação. Coloração dos estames roxo."		"folhas em sílica"	"árvore"		"2"	"número"	"flores"	"Planta muito comum principalmente no sub-bosque de campinaranas florestadas e inundáveis."
"6702"	"co"				"árvore"		"3;1"	"número"	"estéril"	"Liana comum nas campinaranas florestadas do PARNA Viruá.. Planta comum nas áreas principalmente com solos mais argilosos. Folha difere do padrão da M. holosericea."
"6708"	"co"			"folhas em sílica"	"árvore"		"1"	"número"	"estéril"	"Planta com abundância rara nas campinaranas estudadas."
"6712"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Planta rara na parcela estudada."
"6722"	"co"				"árvore"	"Presença de frutos com coloração avermelhada."	"5"	"número"	"frutos"	"Ritidoma com coloração vermelho escuro e bastante fissurado. Indivíduo comum nas Campinaranas florestadas."
"6735"	"co"	"Presença de botões florais imaturos com coloração alaranjada."			"árvore"		"2"	"número"	"flores"

"6763"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Planta muito comum nas campinaranas florestadas sobre solos um pouco mais argilosos."
"6770"	"co"	"Presença de botões florais imaturos com coloração alva."			"árvore"		"3"	"número"	"flores"	"Indivíduo raro nas campinaranas florestadas em transição com áreas de igapó."
"6772"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta pouco abundante nas campinaranas sobre solos extremamente arenosos."
"6776"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta comum principalmente nas campinaranas florestadas, podendo alcançar o estrato emergente do dossel florestal."
"6842"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Planta comum principalmente nas campinaranas florestadas, podendo alcançar o estrato emergente do dossel florestal."
"6845"	"co"			"folhas em sílica"	"árvore"	"Fruto arredondado, imaturo de coloração verde."	"2"	"número"	"frutos"	"Planta pouco comum nas campinaranas florestadas, se estabelece principalmente no sub-bosque suprimida pelo dossel."
"6866"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Planta com abundância rara nas campinaranas estudadas e ocorre principalmente nas áreas inundáveis."
"6981"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Planta comum nas campinaranas florestadas sobre solos extremamente arenosos."
"7006"	"co"			"folhas em sílica"	"árvore"		"3"	"número"	"estéril"	"Planta com abundância rara nas campinaranas inundáveis estudadas."
"7008"	"co"				"árvore"	"Frutos com coloração avermelhada. Pecíolo do fruto bem alongado."	"2"	"número"	"frutos"	"Indivíduo arbóreo presente no sub-bosque da campinarana florestada"
"7014"	"co"	"Presença de botões florais imaturos com coloração alva."			"árvore"		"3"	"número"	"flores"	"Indivíduo raro nas campinaranas florestadas em transição com áreas de igapó."
"7019"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Planta comum nas campinarans florestadas. Morfotipo com folhas muito alongadas, sugerindo ser outra espécie. Foi agrupada dentro de Brosimum utile."
"7056"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Planta comum nas campinaranas inundáveis, principalmente em áreas florestadas. Ritidoma fissurado e gretado coloração amarronzada."
"7071"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Planta muito comum nas campinaranas florestadas e inundáveis principalmente estabelecida alcançando o dossel florestal. Base do tronco com sapopemas. Ritidoma rugoso de coloração marrom-claro."
"7074"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta com abundância rara nas campinaranas estudadas."
"7113"	"co"	"Flores pecioladas em processo de maturação. Coloração alva esverdeada."			"árvore"		"1"	"número"	"flores"	"Indivíduo presente na campinarana florestada sobre solos extremamente arenosos. Muito semelhante à Duroia nitida porém as flores são pecioladas."
"7114"	"co"				"árvore"	"Frutos imaturos de coloração esverdeada."	"5"	"número"	"frutos"	"Indivíduo arbóreo emergente na campinarana porém com diâmetro inferior a 20 cm."
"7117"	"co"			"folhas em sílica"	"árvore"		"3"	"número"	"estéril"	"Planta comum nas campinaranas florestadas, principalmente em solos pouco mais argilosos, podendo alcançar o dossel florestal."
"7118"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Planta pouco comum nas campinaranas florestadas estudadas no PARNA Viruá."
"7122"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Planta rara nas campinaranas florestadas. Presente nas interfaces com florestas ombrófilas em solos pouco mais férteis."
"7146"	"co"				"árvore"	"Frutos em processo de maturação com coloração esverdeada."	"4"	"número"	"frutos"	"Indivíduo com alto porte arbóreo atingindo o dosse das campinaranas florestadas."
"7147"	"co"				"árvore"	"Frutos maduros com coloração escura. Alta densidade de estípulas de coloração branca e amarelada. Alta densidade de estípulas nas ramimicações do ramo."	"2"	"número"	"frutos"	"Indivíduo com alto porte arbóreo atingindo o dosse das campinaranas florestadas."
"7148"	"co"	"Inflorescência coletada no chão.  Flores alvas."			"árvore"		"1"	"número"	"flores"	"Indivíduo pouco comum nas campinaranas florestadas e inundáveis."
"7182"	"co"			"folhas em sílica"	"árvore"		"3"	"número"	"estéril"	"Espécie pouco comum nas campinaranas inundáveis e florestadas. Presença da haste de inflorescência."
"7200"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Planta comum nas campinaranas arbustivas e florestadas, em solos extremamente arenosos."
"7201"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Espécie rara nas campinaranas estudadas."
"7211"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Indivíduo presente nas interfaces entre campinarana florestada e florestas ombrófilas."
"7214"	"co"			"folhas em sílica"	"árvore"		"1"	"número"	"estéril"	"Planta muito rara nas campinaranas estudadas. Indivíduo com senescência de folhas."
"7219"	"co"	"Presença de inflorescência em processo de maturação."			"árvore"		"2"	"número"	"flores"	"Indivíduo pouco comum nas campinaranas florestadas e inundáveis."
"7233"	"co"			"folhas em sílica"	"árvore"		"3"	"número"	"estéril"	"rvore presente principalmente nas campinaranas florestadas, sobre solos levemente mais argilosos."
"7253"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Planta pouco comum nas campinaranas florestadas."
"7262"	"co"				"árvore"	"Fruto em estado de maturação e desenvolvimento. Coloração marrom esverdeada."	"3"	"número"	"frutos"	"Indivíduo não muito comum nas campinaranas florestadas, porém com presente no estrato arbóreo emergente. Ritidoma corticoso e base irregular com sapopemas."
"7289"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta comum principalmente nas campinaranas florestadas inundáveis. Tronco com ritidoma escuro, casca viva amarela e exsudato avermelhado."
"7324"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta com abundância rara nas campinaranas estudadas e ocorre principalmente nas áreas inundáveis."
"7326"	"co"				"árvore"		"1"	"número"	"estéril"	"Coleta parecida com Tetrameranthus laomae porém com folhas bem estreitas."
"7332"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta com folha maior em relação as outros morfotipos."
"7344"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta com abundância rara nas campinaranas florestadas e inundáveis estudadas. Pode atingir o dosse florestal. Folha nova, dificíl determinação."
"7345"	"co"				"árvore"		"2"	"número"	"estéril"	"Morfotipo muito diferente de Tapirira guianensis indentificada neste estudo. Folhas mais amarronzadas e discolores."
"7350"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta com abundância rara nas campinaranas estudadas do PARNA Viruá."
"7388"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta comum principalmente nas campinaranas florestadas sobre solos arenosos podendo ocorrer em áreas mais argilosos. Exsudato avermelhado."
"7395"	"co"				"árvore"		"2"	"número"	"estéril"	"Espécie comum na campinaranas florestadas sobre solos extremamente arenosos. Ritidoma amarelado levemente fissurado. Oxidação da casca-viva amarelada."
"7403"	"co"				"árvore"	"Presença de frutos na parte terminal dos ramos. Frutos imaturos de coloração esverdeada."	"1"	"número"	"frutos"	"Planta muito comum e com alta densidade de indivíduos nas campinaranas arborizadas e florestadas, principalmente indivíduos finos."
"7411"	"co"				"árvore"	"Frutos imaturos com coloração verde amarronzado."	"3"	"número"	"frutos"	"Espécie muito comum nas campinaranas arborizadas sobre solos extremamente arenosos."
"7432"	"co"				"árvore"		"1"	"número"	"estéril"	"Planta com alta densidade nos sub-bosques das campinarans florestadas e inundáveis."
"7436"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta comum nas campinaranas florestadas, principalmente no sub-bosque. Ritidoma esamoso de cor amarelada e casca-viva com rápida oxidação."
"7448"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta pouco comum nas campinaranas florestadas do PARNA Viruá."
"7460"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta com abundância rara, presente principalmente no sub-bosque das campinaranas florestadas."
"7501"	"co"				"árvore"	"Infrutescência localizada na parte apical dos ramos. Frutos imaturos de coloração verde"	"2"	"número"	"frutos"	"Indivíduo presente no sub-bosque."
"7565"	"co"				"árvore"	"Frutos imaturos de coloração verde. Aglomerados em um ramo terminal."	"4"	"número"	"frutos"	"Indivíduo de sub-bosque. Ritidoma fissurado com desprendimento esfoliante."
"7771"	"co"			"folhas em sílica"	"árvore"	"Presença de frutos na parte terminal dos ramos. Frutos imaturos de coloração esverdeada."	"3"	"número"	"frutos"	"Planta muito comum e com alta densidade de indivíduos nas campinaranas arborizadas e florestadas, principalmente indivíduos finos."
"7849"	"co"	"Flores rosadas e esbranquiçadas."		"folhas em sílica"	"árvore"	"Frutos arredondados de coloração verde."	"1"	"número"	"flores; frutos"	"Indivíduo muito comum no estrato de arvoretas no interior das campinaranas."
"7868"	"co"				"árvore"	"Presença de frutos em estado de maturação. Coloraçãp verde amarronzada."	"1"	"número"	"frutos"	"Indivíduo muito comum nas campinaranas florestadas e inundáveis, principalmente no sub-bosque."
"7929"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta agrupada anteriormente em H. horridula."
"7938"	"co"			"folhas em sílica"	"árvore"	"Presença de infrutescência com frutos imaturos de coloração esverdeada."	"3"	"número"	"frutos"	"Indivíduo muito comum na parcela, geralmente suprimido pelo dossel."
"7945"	"co"	"Inflorescências em fase de maturação localizadas e agrupadas no ramo terminal. Coloração escura."		"folhas em sílica"	"árvore"		"4"	"número"	"flores"	"Alta densidade de indivíduos no sub-bosque das Campinaranas inundáveis."
"7984"	"co"			"folhas em sílica"	"árvore"	"Presença de frutos arredondados, imaturos de coloração esverdeada."	"2"	"número"	"frutos"	"Espécie com alta densidade de indivíduos arbóreos dentro da parcela. Muito comum nas campinaranas inundáveis e transições com igapó. Raizes aéreas e casva viva avermelhada com exsudato abundante."
